adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[99],1442431,es,Legítimo,,5.809,/7WqrPjiyPCUUji4GdQII0LVLCr0.jpg,2025-03-19,Legítimo,False,0.0,0
False,/umzXFtZ8HaWMH1rMV7KYarAqMHj.jpg,[99],1441967,da,Hærvejen,"Prince Joachim and author Steffen Jacobsen are on a hike through Jutland, bringing with them their own life stories. A beautiful nature film with a words of wisdom along the way.",5.809,,2025-03-19,The Ox Road,False,0.0,0
False,/fJkxQQd65iR6BMcYOxNgWwWibPu.jpg,[99],1441966,da,Take the Money and Run,The (art)work of a genius or simple theft? Artist Jens Haaning made headlines around the world when he pocketed a fortune in protest against the conditions of the art world - and exhibited his action as a work of art.,5.809,,2025-03-19,Take the Money and Run,False,0.0,0
False,,[],1439004,fr,L'échappée belle,,5.809,/3DWbq68yv17gqQsTHEm8YMJRfOj.jpg,2025-03-19,L'échappée belle,False,0.0,0
False,/tmLw2UucOFO0Uu8ran2qpGLPj0u.jpg,[18],1262495,es,Sariri,"In La Lágrima, a desertic mining lost town, women live under the strict rules of patriarchy. Dina (16), pressed by an unwanted pregnancy, plans to escape. But when she finds out her sister Sariri (11), has to initiate womanhood after the arrival of her menarche, she’ll have to decide if they’ll escape together through the desert.",5.809,/7jij0dVQBagcXboNr3M9FQRwcxn.jpg,2025-03-19,Sariri,False,0.0,0
False,,[18],1437603,ko,3일,,5.808,/sWk86BWKlnum8YfkQx6yb4aMTwE.jpg,2025-03-19,3 Days,False,0.0,0
False,,[99],1434009,kk,We Live Here,"The film takes place in the desolate Kazakh steppe, on the grounds of a former nuclear testing site, where two ecologists conduct research to identify radioactive areas unfit for habitation. Nearby, an eyewitness to the nuclear tests writes down his personal memories, while his son struggles to save his sick daughter. Through the intimate story of three generations of one family, the film reflects on humanity's collective history and the dire situation facing our future. The steppe serves as a metaphor for our planet, now perilously close to becoming a vast nuclear wasteland.",5.808,,2025-03-19,We Live Here,False,0.0,0
False,/iWorpfdyRvlz9BvSKePf0QXMJgS.jpg,"[18, 35]",1107215,fr,"Ma mère, Dieu et Sylvie Vartan","In 1963, Esther gives birth to Roland, the youngest of a large family. Roland is born with a club foot that prevents him from standing. Against everyone's advice, she promises her son that he will walk like the others and that he will have a fabulous life. From then on, Esther will do everything in her power to keep this promise. Through decades of trials and miracles of life, this film is the story of a true, funny and moving story, that of an incredible destiny and the greatest love there is: that of a mother for her child.",5.807,/dEgMMaftc2u020Go8WtOFdRePqV.jpg,2025-03-19,"My Mom, God and Sylvie Vartan",False,0.0,0
False,,"[35, 10749, 18]",1432534,en,Carmen & Bolude,"Best friends Carmen and Bolude must travel from NYC to Sydney, Australia, where they have ten days to collect 100 'welcomes' so that Bolude's traditional Nigerian father will agree to let her marry an Australian.",5.806,,2025-03-19,Carmen & Bolude,False,0.0,0
False,/vUUEduPy4idLf7JVIw00041uXkE.jpg,[99],1432098,ko,여성국극 끊어질듯 이어지고 사라질듯 영원하다,,5.806,/oS54iVHVgkJeMI1fPd7R9DDOsH2.jpg,2025-03-19,Women's Gukgeuk: Enduring on the Edge of Time,False,0.0,0
False,,[99],1425373,en,The Golden Spurtle,"In a quaint Scottish village in the Highlands, contenders from around the globe gather to compete for the title of World Porridge Champion armed only with oats, salt and water. As the ailing Porridge Chieftain's tenure ends, he embarks on a mission to find a successor. Amidst intense rivalries and the charm of eccentric locals, this documentary delves into the legacy of the village and unveils a captivating culinary spectacle.",5.805,/aCpSUhDhvl2OAeGjwQIpdaufxWl.jpg,2025-03-19,The Golden Spurtle,False,0.0,0
False,,[99],1425370,it,Il castello indistruttibile,"In an isolated neighborhood of Palermo, three kids turn an abandoned building into a secret shelter. Here they can escape the violence of the outside world and share their dreams.",5.805,/xSLhU5fGom6ahUBQHUVyRShTF5i.jpg,2025-03-19,The Castle,False,0.0,0
False,,[99],1425366,da,Heks,"Danish author and self-proclaimed witch Andrea Hejlskov invites us into her personal universe of divination, spirituality and nature motifs from Nordic mythology. After 10 years in the wilderness, she finds herself in the middle of the crisis of her life.",5.805,/2yJbK0JqsNLXVHkW6qKUrDr0I9j.jpg,2025-03-19,Witch,False,0.0,0
False,,"[18, 10402]",1418780,ko,"초혼, 다시 부르는 노래",,5.803,/54gbLstKHuJ6XzxBiMlMfGjKMTf.jpg,2025-03-19,The First Soul : Song Written Again,False,0.0,0
False,,[99],1415669,uk,Sanatorium,"Despite a war raging close by, mud treatments and electroshock therapies continue at Kuyalnik Sanatorium, an enormous 1970s brutalist building on the shores of Odesa, where a small group search for love, healing, and happiness.",5.803,/384jWhv4X3dlaz79tSLzSBqlw3.jpg,2025-03-19,Sanatorium,False,0.0,0
False,,[35],1235619,fr,Les Bodin’s partent en vrille,,5.801,/tD95KrPB7jgJaL5m5UWooT7FCQS.jpg,2025-03-19,Les Bodin’s partent en vrille,False,0.0,0
False,,[99],1393191,en,"Gartneren, buddhisten og spionen","The Gardener, the Buddhist & the Spy is a gripping story about power struggle, failure, and the delicate balance between good and bad.",5.797,/nPGbKjARq6g1ely913ZugBfzxhC.jpg,2025-03-19,"The Gardener, the Buddhist & the Spy",False,0.0,0
False,/frN3mUcwdlEUbbvcYD3UdlztWfa.jpg,"[99, 10751]",1389293,en,Kitchen Dialogue,"Mimi Yu, Nebraska's First Youth Poet Laureate, reminisces about her childhood through her poem Kitchen Dialogue, a journey from the innocence of her childhood to healing from generational trauma in her early adulthood years.",5.797,/85s7owEd1jTM2PVuguvmgunPJJw.jpg,2025-03-19,Kitchen Dialogue,False,0.0,0
False,/wTKTYyEJ3H0UokKuVVtSdKVincm.jpg,[18],898271,es,"Algo viejo, algo nuevo, algo prestado","A working-class family in Buenos Aires runs an underground sports betting operation, which becomes matriarchal after the father's death.",5.797,/thz7YtbeigHazKeDkmD3QyxQlBv.jpg,2025-03-19,"Something Old, Something New, Something Borrowed",False,0.0,0
False,,[99],1328767,fr,Argoat,,5.789,/A5Ct2Ndped8jMpltMtPUxnBARvH.jpg,2025-03-19,Argoat,False,0.0,0
False,/rlxeBlrH4vackqQGST9GX5npnTX.jpg,[18],1018964,es,Yo vi tres luces negras,"A wise old man embarks on his final journey, entering the Colombian jungle to find a place to die. But the paramilitary soldiers who control the area endanger his peaceful transition to the realm of the dead.",5.787,/uslJnaz5cOdPvdsvMr7o2ZpMwBL.jpg,2025-03-19,I Saw Three Black Lights,False,0.0,0
False,/29maJOVSQsM1kB2CyR5xpiCJuWS.jpg,"[35, 14]",1000881,fr,Prosper,"One evening, Prosper, a loser Uber driver who still lives with his mother, picks up a dying man who has just been shot. Freaked out, Prosper gets rid of the body but not before stealing his pair of crocodile boots. As he slips them on, Prosper finds himself inhabited by the spirit of the deceased: King - a respected gangster feared by all. Split between these two opposing personalities, Prosper and King, united in one body, investigate to unmask King's killer.",5.783,/jh2jVf6L1REXcvvlGdqwFoYGdqE.jpg,2025-03-19,Dead Man's Boots,False,0.0,0
False,/k23FPWl97XKpJ1oTaDyADzxWxs6.jpg,"[80, 18, 9648, 53]",169917,en,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,5.767,/euPgyPsiNFp6gOBB7nUFxvN5ZaY.jpg,2014-09-18,A Walk Among the Tombstones,False,6.3,2828
False,/u2eA9pqi1q3DvevT7RuDuJHxxBT.jpg,"[18, 53]",974950,fr,Emilia Pérez,"Rita, an underrated lawyer working for a large law firm more interested in getting criminals out of jail than bringing them to justice, is hired by the leader of a criminal organization.",5.76,/fko8fTfL6BcAqOUh6BZYUjt4SQP.jpg,2024-08-21,Emilia Pérez,False,6.777,1474
False,/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",5.754,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,2024-02-27,Dune: Part Two,False,8.149,6412
False,/xiv9qW6hv5VMhxkPOEGnXKuowTo.jpg,"[35, 10749]",277547,en,Playing It Cool,A young man meets and instantly falls in love with an engaged woman.,5.747,/4B2FLN0c2vY6im3Oe2ZkYftulmq.jpg,2014-09-26,Playing It Cool,False,5.9,765
False,/1u7TuvR5mSUz2xRQhz01i75IwdT.jpg,"[80, 53, 28]",201088,en,Blackhat,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",5.747,/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,2015-01-13,Blackhat,False,5.5,2050
False,/sjsaxwNsgBbrWrJIXtCT5DNo9Mt.jpg,"[80, 53]",181283,en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",5.747,/p8uTx2xm72vXqI0H4W5kU3ku9ND.jpg,2015-03-15,Child 44,False,6.3,1674
False,/qSOMdbZ6AOdHR999HWwVAh6ALFI.jpg,"[28, 80, 53]",1249289,en,Alarum,"Two married spies caught in the crosshairs of an international intelligence network will stop at nothing to obtain a critical asset. Joe and Lara are agents living off the grid whose quiet retreat at a winter resort is blown to shreds when members of the old guard suspect the two may have joined an elite team of rogue spies, known as Alarum.",5.707,/v313aUGmMNj6yNveaiQXysBmjVS.jpg,2025-01-16,Alarum,False,5.8,225
False,/uWOJbarUXfVf6B4o0368dh138eR.jpg,"[14, 27]",426063,en,Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake.",5.707,/5qGIxdEO841C0tdY8vOdLoRVrr0.jpg,2024-12-25,Nosferatu,False,6.7,2350
False,/K8dDF9Pxoqg1UECpR5gHYcXa0Q.jpg,[53],72784,en,The Loft,"For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant.",5.695,/6UrNb7sdolnuqxBJ4I8OxTUvTmQ.jpg,2014-10-14,The Loft,False,6.4,1468
False,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"[53, 80]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",5.676,/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg,1994-09-10,Pulp Fiction,False,8.5,28430
False,/cb1R4VdM0FkacQ8AYjuK9Qe6Lpl.jpg,"[28, 80, 53]",241554,en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",5.674,/owTdkLW0uoVTUPtM5h4gw88prdC.jpg,2015-03-11,Run All Night,False,6.4,2815
False,/aivbF72gqeFvEyi62PGjKuB3eh0.jpg,"[80, 18, 53]",241239,en,A Most Violent Year,"A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",5.674,/j0fmC8xFw6cuiREcSajob0MTD6K.jpg,2014-12-31,A Most Violent Year,False,6.6,1430
False,/mRNU6WHEFqoF9RSVo8o0lpprWil.jpg,"[53, 28, 878]",218043,en,Left Behind,A small group of survivors are left behind after millions of people suddenly vanish during the rapture and the world is plunged into chaos and destruction.,5.674,/b9Q2WR62yB5Aq0hd6kyRFS9cc3Y.jpg,2014-10-03,Left Behind,False,4.3,1315
False,/7TF4p86ZafnxFuNqWdhpHXFO244.jpg,"[18, 80]",769,en,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",5.621,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,1990-09-12,GoodFellas,False,8.457,13182
False,/nGC3ZkXEcjGbqAAonS1xn6gaNpb.jpg,"[35, 18]",1013850,en,A Real Pain,Mismatched cousins David and Benji reunite for a tour through Poland to honor their beloved grandmother. The adventure takes a turn when the pair's old tensions resurface against the backdrop of their family history.,5.61,/67xRIXm5TxXRT4nV2V4AEJ9yq2d.jpg,2024-11-01,A Real Pain,False,6.769,716
False,/jYEW5xZkZk2WTrdbMGAPFuBqbDc.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",5.6,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-15,Dune,False,7.8,13298
False,/iJaSpQNZ8GsqVDWfbCXmyZQXZ5l.jpg,"[27, 878]",945961,en,Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.",5.596,/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,2024-08-13,Alien: Romulus,False,7.214,3431
False,/Ar7QuJ7sJEiC0oP3I8fKBKIQD9u.jpg,"[28, 18, 12]",98,en,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.",5.585,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg,2000-05-04,Gladiator,False,8.218,19463
False,/oOv2oUXcAaNXakRqUPxYq5lJURz.jpg,"[18, 28, 80, 53]",155,en,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",5.572,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,2008-07-16,The Dark Knight,False,8.519,33547
False,/7ZiQSnYYzv5gdmW6flGOm7mZX1M.jpg,"[28, 10749, 18]",1127674,it,La città proibita,In the suburbs of Rome two very different souls intersect. One is the son of a restaurant owner who disappeared with his lover. The other is a young mysterious woman who has arrived from China in search of her missing sister.,5.57,/2VAU9BAx1A4L2wE63Gym2ENunOg.jpg,2025-03-08,Forbidden City,False,7.696,23
False,/9Qq8InnodUYs8zdam8Zj967i6RO.jpg,"[80, 18]",1106739,en,Juror #2,"While serving as a juror in a high profile murder trial, family man Justin Kemp finds himself struggling with a serious moral dilemma…one he could use to sway the jury verdict and potentially convict—or free—the accused killer.",5.554,/ugQkpGajKFQ8eyOEhGheR0HfWQ.jpg,2024-10-30,Juror #2,False,6.83,1542
False,/vaAMTyj02s649dCWfGcOs8GDWg7.jpg,[35],100042,en,Dumb and Dumber To,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",5.545,/cvEi0xV7TUkabJGuzulhvbMjrHi.jpg,2014-11-12,Dumb and Dumber To,False,5.552,3213
False,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,"[18, 80]",278,en,The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",5.522,/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,1994-09-23,The Shawshank Redemption,False,8.7,27888
False,/2QMgoiDlTmrO9FngZft8GgZ2SbX.jpg,"[10751, 16, 12, 35]",270946,en,Penguins of Madagascar,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",5.509,/gbrNsZ1dOK789NwWPyC0SuEABgr.jpg,2014-11-22,Penguins of Madagascar,False,6.5,4225
False,/zOOCJa8fhZz5ZM6tHR5ZCpXunwX.jpg,"[35, 10749]",1312157,it,FolleMente,"How much do we really know about ourselves when we make a decision? What if there are multiple versions of our I within us, each with something to say?",5.496,/sPps037qCts9XDwCaS6j7JsNuEd.jpg,2025-02-20,CrazyMinded,False,7.371,186
False,/8YNNyQiPZlF9qv5EGOUK20mnXVk.jpg,"[28, 878, 53]",262500,en,Insurgent,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,5.492,/dP5Fb6YRfzmCQtRbHOr2kO7tJW9.jpg,2015-03-18,Insurgent,False,6.4,10070
False,/rS8CR6cgTjNiBNQOUkITdeWVZ1k.jpg,"[28, 35]",228967,en,The Interview,"Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",5.491,/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,2014-12-25,The Interview,False,6.185,5861
False,/41Y3h2FVfoU4baFdTZwRrlD4MDM.jpg,"[28, 35, 878, 14]",257344,en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,5.483,/d26S5EfVXLNxRXqyFy1yyl3qRq3.jpg,2015-07-16,Pixels,False,5.7,7613
False,/bWOfRV1Ubk9SWEDZDDjsmIUCcbZ.jpg,"[35, 10402]",254470,en,Pitch Perfect 2,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",5.475,/fQaEGzFmvTYu3G641WV0Tg9auAt.jpg,2015-05-07,Pitch Perfect 2,False,6.9,5319
False,/wvlIoof1FnKPLv9jAYanuP31V0C.jpg,"[878, 28, 53, 12]",87101,en,Terminator Genisys,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",5.475,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,2015-06-23,Terminator Genisys,False,5.937,8492
False,/uKb22E0nlzr914bA9KyA5CVCOlV.jpg,"[18, 10749, 14]",402431,en,Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",5.466,/2E1x1qcHqGZcYuYi4PzVZjzg8IV.jpg,2024-11-20,Wicked,False,6.9,1922
False,/dTaqzXA1auKRUjHPQjR3u0W7Gfl.jpg,"[9648, 53]",840705,en,Blink Twice,"When tech billionaire Slater King meets cocktail waitress Frida at his fundraising gala, he invites her to join him and his friends on a dream vacation on his private island. But despite the epic setting, beautiful people, ever-flowing champagne, and late-night dance parties, Frida can sense that there’s something sinister hiding beneath the island’s lush façade.",5.462,/lZGOK0I2DJSRlEPNOAFTSNxSjDD.jpg,2024-08-21,Blink Twice,False,6.678,1352
False,/3k2TRmqMjgt7tcwkYwZQdctnty3.jpg,"[18, 10752]",600,en,Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,5.448,/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,1987-06-26,Full Metal Jacket,False,8.1,10698
False,,[],1436269,en,Extra Life,"An experiment in filmmaking, a dream in the language of delusion...",5.446,/y8i6QidVH7VQbZLZuFfzH6kh7Kj.jpg,2025-03-14,Extra Life,False,0.0,0
False,/oIwfoUFfWfESn0Y8u8jv9lc8li1.jpg,"[28, 53]",562,en,Die Hard,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",5.444,/1NnCbaFaWgHczKjH5Eii46VmpPp.jpg,1988-07-15,Die Hard,False,7.8,11390
False,/rXYejcyn762o3cjp9OYfyVR3QpY.jpg,[18],940139,en,Here,"An odyssey through time and memory, centered on a place in New England where—from wilderness, and then, later, from a home—love, loss, struggle, hope and legacy play out between couples and families over generations.",5.43,/79euHUJJtfgeGU63ef38KtNjXEn.jpg,2024-10-30,Here,False,6.661,372
False,/q7vmCCmyiHnuKGMzHZlr0fD44b9.jpg,"[10749, 14, 10751, 18]",150689,en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",5.423,/j91LJmcWo16CArFOoapsz84bwxb.jpg,2015-03-06,Cinderella,False,6.8,7122
False,/6z1GBb8yTFSZP1FWA2dNa9as2zL.jpg,"[878, 14, 28]",76757,en,Jupiter Ascending,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",5.415,/z8dXSSadzpfTF2wHQlREkuB4d5y.jpg,2015-02-04,Jupiter Ascending,False,5.455,6799
False,/vzbsqeoG7xH8EVOBiYBSIjU8wt1.jpg,"[878, 9648, 53, 28]",238615,en,Self/less,An extremely wealthy elderly man dying from cancer undergoes a radical medical procedure that transfers his consciousness to the body of a healthy young man but everything may not be as good as it seems when he starts to uncover the mystery of the body's origins and the secret organization that will kill to keep its secrets.,5.413,/djqY8CVQzCac4NCHr0FI3sqPxMm.jpg,2015-07-10,Self/less,False,6.4,3127
False,/6Sg4UUs0OksCbR0TZxUtQWPOMDV.jpg,"[35, 12]",210860,en,Mortdecai,"An art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",5.413,/zIRDhdAuMevOuY2vs3s1HNcqDq7.jpg,2015-01-21,Mortdecai,False,5.5,2661
False,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,"[28, 878]",603,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",5.413,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,1999-03-31,The Matrix,False,8.223,26145
False,/54VZRYfpnAf0yRUFTjTIP34djLQ.jpg,[18],244506,en,Camp X-Ray,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",5.401,/aqNzRiaEsfv567Ji9njJofblRBE.jpg,2014-10-17,Camp X-Ray,False,6.7,1032
False,/j3snmrxqxT60FrH1Z8i54fGnHZJ.jpg,"[35, 18, 10751]",196867,en,Annie,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",5.399,/aKAM9V0izx4VhsdyAdBvAB26UCZ.jpg,2014-12-18,Annie,False,6.2,1285
False,/sETF4vyjb0FonUJVqgrkaPWqiIf.jpg,"[28, 12]",289720,en,Outcast,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",5.397,/efsgCTlofzIuysfokEp7hwQnUho.jpg,2014-09-26,Outcast,False,5.1,474
False,/8LYxSH8ZJzKbS3kNIELsVc05RNH.jpg,"[27, 18]",287424,en,Maggie,"There's a deadly zombie epidemic threatening humanity, but Wade, a small-town farmer and family man, refuses to accept defeat even when his daughter Maggie becomes infected. As Maggie's condition worsens and the authorities seek to eradicate those with the virus, Wade is pushed to the limits in an effort to protect her. Joely Richardson co-stars in this post-apocalyptic thriller.",5.397,/twa9gXjocLM629sJrQYVtmF306R.jpg,2015-05-08,Maggie,False,5.4,1592
False,/39pBk3APJjE1AQuUNgk90d01F5m.jpg,[35],286532,en,A Merry Friggin' Christmas,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",5.397,/eR9muFXkNCknGdfTQSeDS6tdPdZ.jpg,2014-11-07,A Merry Friggin' Christmas,False,5.4,243
False,/nIh7npgLTsZyBl7TQpibZsz4hQH.jpg,[18],284276,en,Cake,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",5.397,/5GJEZovjtKisJxNMG6fBTCxNzZi.jpg,2014-09-07,Cake,False,6.3,899
False,/kVChi7qHX9UMcpAh7J6fGBCCH2c.jpg,"[53, 878]",262543,en,Autómata,"Jacq Vaucan, an insurance agent of ROC robotics corporation, routinely investigates the case of manipulating a robot. What he discovers will have profound consequences for the future of humanity.",5.397,/h7SEtIWOfLsuCWhQgflev7ppRPq.jpg,2014-10-09,Automata,False,5.848,1666
False,/zxxIzU6XjzTQKS9pPeLmYTDTFL1.jpg,"[35, 80]",209189,en,Life of Crime,Two common criminals get more than they bargained for after kidnapping the wife of a corrupt real-estate developer who shows no interest in paying the $1 million dollar ransom for her safe return.,5.395,/apO5xGmcEHpdIBc3Zreax7MXl2m.jpg,2013-09-14,Life of Crime,False,5.7,391
False,/pbgfeX7GllRBPLky7J77xprA4f1.jpg,"[28, 53]",1446369,ta,Leech,The Story of This Cinema is About an Accident That Can Happen to Any Traveling Couple. The Title Leech Refers to the Fact That Some Humans Are Like Leeches That Feeds on Their Prey Without Them Being Aware.,5.379,/EH1XQo3nUDcTlqIbVAeZCFFaia.jpg,2025-03-14,Leech,False,0.0,0
False,,[99],1446317,en,Focus | Short Film,An average nobody explores the struggle of self-recognition through the lens of a photographer who has spent his life documenting everything.,5.379,/hY7kzmwUnuHSp162fs3FGLNcyUl.jpg,2025-03-13,Focus | Short Film,False,0.0,0
False,/1v8qxiQBB7GIJJ8KRIyLymGL0hu.jpg,[99],1446314,de,Generationen von Bildern,"A journey in search of traces through the profound processes of transformation of Albanian history. In the archives, in forgotten places and in the memories of different generations, fractures and continuities emerge, left by the transition from communist dictatorship to capitalist democracy. Adopting an essayistic-poetic approach, the film explores the images of the regime and the regimes of images, revealing how much the history of Albania is inscribed in the fabric of its present.",5.379,/6MhDNmSshdwmEJbGLhvvI6OVrL4.jpg,2025-03-12,Generations of Images,False,0.0,0
